algo,rho,iters,res_norm,train_time,mv_mult,k,min_size,max_size,block_size,tol,accuracy,nfold,extra_time
FDA subspace,-1,208,9.58321193299365e-07,2.9793446,227,10,20,50,1,1e-06,0.828615149196633,2,11.0081525
FDA subspace,-1,43,8.61154630428119e-07,0.7257439,230,10,20,50,5,1e-06,0.828615149196633,2,11.0081525
TR subspace,9.49474689194371,550,9.87121200753509e-07,7.9008631,569,10,20,50,1,1e-06,0.732721244580464,2,11.0081525
TR subspace,9.49474689194527,248,9.51506968871996e-07,4.2368365,1130,10,20,50,5,1e-06,0.732721244580464,2,11.0081525
TR KSchur,9.49474689195133,30,1.52895996069072e-07,10.0109672,1010,10,20,50,1,1e-06,0.732721244580464,2,11.0081525
TR KSchur,9.49474689194915,206,8.68479838579886e-07,15.9075079,6310,10,20,50,5,1e-06,0.732721244580464,2,11.0081525
FDA subspace,-1,300,9.58538769886074e-07,5.7955193,339,20,40,100,1,1e-06,0.926039275694976,2,11.0081525
FDA subspace,-1,61,9.17920949882634e-07,1.3679581,340,20,40,100,5,1e-06,0.926039275694976,2,11.0081525
TR subspace,6.13499392266218,1676,9.35280332676169e-07,32.6058793,1715,20,40,100,1,1e-06,0.917368018362663,2,11.0081525
TR subspace,6.13499392266944,578,8.76430331182763e-07,12.8979195,2925,20,40,100,5,1e-06,0.917368018362663,2,11.0081525
TR KSchur,6.13499392269967,37,6.16259377349949e-08,27.1586205,2440,20,40,100,1,1e-06,0.917368018362663,2,11.0081525
TR KSchur,6.13499392269625,119,6.01312751875358e-07,19.8397894,7360,20,40,100,5,1e-06,0.917368018362663,2,11.0081525
FDA subspace,-1,361,9.96688748863104e-07,9.2320112,420,30,60,150,1,1e-06,0.953328232593726,2,11.0081525
FDA subspace,-1,73,9.62211099587255e-07,2.0927604,420,30,60,150,5,1e-06,0.953328232593726,2,11.0081525
TR subspace,4.63493094986223,4318,9.91688975382011e-07,113.4932788,4377,30,60,150,1,1e-06,0.939301198673808,2,11.0081525
TR subspace,4.63493094995845,1784,9.68505611257562e-07,52.254825,8975,30,60,150,5,1e-06,0.939301198673808,2,11.0081525
TR KSchur,4.63493095008896,67,4.73380389085077e-08,77.3926587,6360,30,60,150,1,1e-06,0.939301198673808,2,11.0081525
TR KSchur,4.63493095007648,349,4.08108103137877e-07,90.4649604,31740,30,60,150,5,1e-06,0.939301198673808,2,11.0081525
FDA subspace,-1,206,9.57885778797055e-07,2.9758077,225,10,20,50,1,1e-06,0.838561591430757,3,11.7170787
FDA subspace,-1,43,7.19333412087345e-07,0.7421975,230,10,20,50,5,1e-06,0.838561591430757,3,11.7170787
TR subspace,9.47442104679665,553,9.24137623988111e-07,8.0461474,572,10,20,50,1,1e-06,0.731191022698291,3,11.7170787
TR subspace,9.47442104680025,240,9.22253958026004e-07,4.1141886,1120,10,20,50,5,1e-06,0.731191022698291,3,11.7170787
TR KSchur,9.47442104680396,30,1.37663113828117e-07,10.2789056,1010,10,20,50,1,1e-06,0.731191022698291,3,11.7170787
TR KSchur,9.47442104680106,341,9.48218467520661e-07,26.9982033,10420,10,20,50,5,1e-06,0.731191022698291,3,11.7170787
FDA subspace,-1,300,9.09792752208656e-07,5.8615753,339,20,40,100,1,1e-06,0.933945422086202,3,11.7170787
FDA subspace,-1,61,9.10876727809476e-07,1.3718761,340,20,40,100,5,1e-06,0.933945422086202,3,11.7170787
TR subspace,6.12276901668732,1652,9.8213988140155e-07,32.2227578,1691,20,40,100,1,1e-06,0.916347870441214,3,11.7170787
TR subspace,6.12276901670611,542,9.69047792739354e-07,12.3291027,2745,20,40,100,5,1e-06,0.916347870441214,3,11.7170787
TR KSchur,6.12276901673086,39,2.87413271562632e-08,28.4971968,2560,20,40,100,1,1e-06,0.916347870441214,3,11.7170787
TR KSchur,6.12276901673055,167,2.10073166801219e-07,28.1446597,10280,20,40,100,5,1e-06,0.916347870441214,3,11.7170787
FDA subspace,-1,360,9.92594027713484e-07,9.2504129,419,30,60,150,1,1e-06,0.952818158633002,3,11.7170787
FDA subspace,-1,73,8.96257778867302e-07,2.1173727,420,30,60,150,5,1e-06,0.952818158633002,3,11.7170787
TR subspace,4.62595986936157,4502,9.82234805361462e-07,119.1210289,4561,30,60,150,1,1e-06,0.93955623565417,3,11.7170787
TR subspace,4.62595986945571,2196,9.41995216832851e-07,65.5995873,11035,30,60,150,5,1e-06,0.93955623565417,3,11.7170787
TR KSchur,4.62595986964971,71,4.0884108215246e-08,82.7030383,6720,30,60,150,1,1e-06,0.93955623565417,3,11.7170787
TR KSchur,4.62595986963489,389,4.07766694185069e-07,102.6633028,35340,30,60,150,5,1e-06,0.93955623565417,3,11.7170787
FDA subspace,-1,205,9.86433370486302e-07,2.9632855,224,10,20,50,1,1e-06,0.82938026013772,4,11.0004838
FDA subspace,-1,43,7.38351118857357e-07,0.7466223,230,10,20,50,5,1e-06,0.82938026013772,4,11.0004838
TR subspace,9.46873970576724,550,9.95486482142261e-07,8.0083336,569,10,20,50,1,1e-06,0.738587095128794,4,11.0004838
TR subspace,9.46873970577369,234,9.59405150614141e-07,4.0688767,1095,10,20,50,5,1e-06,0.738587095128794,4,11.0004838
TR KSchur,9.46873970577543,30,1.40736314580245e-07,10.2134589,1010,10,20,50,1,1e-06,0.738587095128794,4,11.0004838
TR KSchur,9.46873970577384,339,6.48887551251706e-07,26.8801427,10360,10,20,50,5,1e-06,0.738587095128794,4,11.0004838
FDA subspace,-1,299,9.50322442557592e-07,5.7923815,338,20,40,100,1,1e-06,0.930629941341495,4,11.0004838
FDA subspace,-1,61,8.805992312712e-07,1.3803006,340,20,40,100,5,1e-06,0.930629941341495,4,11.0004838
TR subspace,6.12007493064629,1610,9.8528288824778e-07,31.6680918,1649,20,40,100,1,1e-06,0.916347870441214,4,11.0004838
TR subspace,6.12007493067511,599,9.72091146884055e-07,13.706623,3030,20,40,100,5,1e-06,0.916347870441214,4,11.0004838
TR KSchur,6.12007493069591,38,8.19319639338228e-08,27.8908141,2500,20,40,100,1,1e-06,0.916347870441214,4,11.0004838
TR KSchur,6.12007493069522,132,3.2825708529181e-07,22.290863,8140,20,40,100,5,1e-06,0.916347870441214,4,11.0004838
FDA subspace,-1,359,9.52565856176651e-07,9.2891085,418,30,60,150,1,1e-06,0.951032899770467,4,11.0004838
FDA subspace,-1,73,8.7701604678597e-07,2.1166373,420,30,60,150,5,1e-06,0.951032899770467,4,11.0004838
TR subspace,4.62418845647846,4412,9.23479363195327e-07,117.0941364,4471,30,60,150,1,1e-06,0.940321346595256,4,11.0004838
TR subspace,4.62418845659524,2533,9.44346777357664e-07,75.3032607,12529,30,60,150,5,1e-06,0.940321346595256,4,11.0004838
TR KSchur,4.62418845671256,78,4.77238931714786e-08,92.967407,7350,30,60,150,1,1e-06,0.940321346595256,4,11.0004838
TR KSchur,4.62418845670363,379,2.89721589308437e-07,100.3604714,34440,30,60,150,5,1e-06,0.940321346595256,4,11.0004838
FDA subspace,-1,206,8.93326729225124e-07,2.9723561,225,10,20,50,1,1e-06,0.842897220096914,5,10.7528466
FDA subspace,-1,42,9.95338523468273e-07,0.719064,225,10,20,50,5,1e-06,0.842897220096914,5,10.7528466
TR subspace,9.47196614723376,561,8.87558982717217e-07,8.1047484,580,10,20,50,1,1e-06,0.738842132109156,5,10.7528466
TR subspace,9.47196614723889,272,7.25264160523312e-07,4.7473535,1255,10,20,50,5,1e-06,0.738842132109156,5,10.7528466
TR KSchur,9.47196614724015,31,1.41835778942036e-07,10.5242859,1040,10,20,50,1,1e-06,0.738842132109156,5,10.7528466
TR KSchur,9.47196614723615,376,9.64404805290686e-07,29.4928618,11470,10,20,50,5,1e-06,0.738842132109156,5,10.7528466
FDA subspace,-1,299,9.56708437458759e-07,5.9308291,338,20,40,100,1,1e-06,0.940321346595256,5,10.7528466
FDA subspace,-1,61,8.44047987607845e-07,1.3904562,340,20,40,100,5,1e-06,0.940321346595256,5,10.7528466
TR subspace,6.11938712041311,1622,9.14132276658303e-07,31.9416089,1661,20,40,100,1,1e-06,0.927824534557511,5,10.7528466
TR subspace,6.1193871204418,657,9.34578472326685e-07,14.9271465,3320,20,40,100,5,1e-06,0.927824534557511,5,10.7528466
TR KSchur,6.11938712045641,40,1.02203993921106e-08,29.3785619,2620,20,40,100,1,1e-06,0.927824534557511,5,10.7528466
TR KSchur,6.11938712045435,139,4.17202931973335e-07,23.5424833,8560,20,40,100,5,1e-06,0.927824534557511,5,10.7528466
FDA subspace,-1,359,9.60954772900591e-07,9.3005658,418,30,60,150,1,1e-06,0.95970415710278,5,10.7528466
FDA subspace,-1,73,9.36138425790885e-07,2.1191124,420,30,60,150,5,1e-06,0.95970415710278,5,10.7528466
TR subspace,4.62291589629337,4412,9.77722169976769e-07,119.2208521,4471,30,60,150,1,1e-06,0.949247640907932,5,10.7528466
TR subspace,4.62291589638885,2252,9.1325622099223e-07,67.1069323,11315,30,60,150,5,1e-06,0.949247640907932,5,10.7528466
TR KSchur,4.62291589655019,76,8.24349246283336e-08,88.7658231,7170,30,60,150,1,1e-06,0.949247640907932,5,10.7528466
TR KSchur,4.62291589654309,445,3.50712888349861e-07,117.8325493,40440,30,60,150,5,1e-06,0.949247640907932,5,10.7528466
FDA subspace,-1,206,9.46748530597973e-07,2.9656945,225,10,20,50,1,1e-06,0.835501147666412,6,10.645499
FDA subspace,-1,43,8.70200422840307e-07,0.7357795,230,10,20,50,5,1e-06,0.835501147666412,6,10.645499
TR subspace,9.46201382632351,554,9.50193045106569e-07,8.1355645,573,10,20,50,1,1e-06,0.749298648304004,6,10.645499
TR subspace,9.46201382632796,236,9.42314323774895e-07,4.1066124,1104,10,20,50,5,1e-06,0.749298648304004,6,10.645499
TR KSchur,9.46201382632988,30,1.54351847049102e-07,10.2599127,1010,10,20,50,1,1e-06,0.749298648304004,6,10.645499
TR KSchur,9.46201382632856,455,5.70721584952496e-07,35.903214,13880,10,20,50,5,1e-06,0.749298648304004,6,10.645499
FDA subspace,-1,298,9.83724049130885e-07,6.0752804,337,20,40,100,1,1e-06,0.929354756439684,6,10.645499
FDA subspace,-1,61,9.19316378652938e-07,1.4506801,340,20,40,100,5,1e-06,0.929354756439684,6,10.645499
TR subspace,6.11616341382073,1596,9.85892955930999e-07,32.5445131,1635,20,40,100,1,1e-06,0.919918388166284,6,10.645499
TR subspace,6.11616341384503,551,9.8644227280185e-07,12.9541073,2790,20,40,100,5,1e-06,0.919918388166284,6,10.645499
TR KSchur,6.11616341386653,35,9.16830812420376e-08,26.9957492,2320,20,40,100,1,1e-06,0.919918388166284,6,10.645499
TR KSchur,6.11616341386575,111,2.98616306733171e-07,19.555849,6880,20,40,100,5,1e-06,0.919918388166284,6,10.645499
FDA subspace,-1,359,9.77385480286741e-07,9.5660061,418,30,60,150,1,1e-06,0.952308084672277,6,10.645499
FDA subspace,-1,73,9.57683460387407e-07,2.1955546,420,30,60,150,5,1e-06,0.952308084672277,6,10.645499
TR subspace,4.62161224323181,4662,9.62698701809854e-07,125.0367566,4721,30,60,150,1,1e-06,0.939046161693446,6,10.645499
TR subspace,4.62161224325757,2450,9.99716792595071e-07,72.6858426,12305,30,60,150,5,1e-06,0.939046161693446,6,10.645499
TR KSchur,4.62161224344862,79,9.43167102830002e-08,92.365247,7440,30,60,150,1,1e-06,0.939046161693446,6,10.645499
TR KSchur,4.62161224344744,454,1.08311534005902e-07,119.5434635,41190,30,60,150,5,1e-06,0.939046161693446,6,10.645499
FDA subspace,-1,206,8.8170072412026e-07,3.0009653,225,10,20,50,1,1e-06,0.840856924254017,7,10.7182126
FDA subspace,-1,43,6.54483981198664e-07,0.7278536,230,10,20,50,5,1e-06,0.840856924254017,7,10.7182126
TR subspace,9.46036027015914,551,9.95433334062956e-07,8.0302036,570,10,20,50,1,1e-06,0.737311910226983,7,10.7182126
TR subspace,9.46036027016589,255,8.42453755665158e-07,4.4141138,1181,10,20,50,5,1e-06,0.737311910226983,7,10.7182126
TR KSchur,9.46036027016785,30,1.44232622159372e-07,10.1930457,1010,10,20,50,1,1e-06,0.737311910226983,7,10.7182126
TR KSchur,9.46036027016754,336,3.29315601026552e-07,26.6302461,10270,10,20,50,5,1e-06,0.737311910226983,7,10.7182126
FDA subspace,-1,299,9.86606762345952e-07,5.8238937,338,20,40,100,1,1e-06,0.9359857179291,7,10.7182126
FDA subspace,-1,61,9.14119090302907e-07,1.3839755,340,20,40,100,5,1e-06,0.9359857179291,7,10.7182126
TR subspace,6.11595913190999,1650,9.8719938943384e-07,32.4605924,1689,20,40,100,1,1e-06,0.916602907421576,7,10.7182126
TR subspace,6.11595913193506,609,9.86611627182309e-07,13.840118,3080,20,40,100,5,1e-06,0.916602907421576,7,10.7182126
TR KSchur,6.11595913194976,40,3.65824671067654e-08,29.4517605,2620,20,40,100,1,1e-06,0.916602907421576,7,10.7182126
TR KSchur,6.11595913194892,131,2.97747524519658e-07,22.242048,8080,20,40,100,5,1e-06,0.916602907421576,7,10.7182126
FDA subspace,-1,359,9.59319122238509e-07,9.2847917,418,30,60,150,1,1e-06,0.958428972200969,7,10.7182126
FDA subspace,-1,73,9.98983442335956e-07,2.1177062,420,30,60,150,5,1e-06,0.958428972200969,7,10.7182126
TR subspace,4.62177074619696,4502,9.06615844256632e-07,119.3801061,4561,30,60,150,1,1e-06,0.938281050752359,7,10.7182126
TR subspace,4.62177074601321,2234,9.40939247025809e-07,66.523874,11225,30,60,150,5,1e-06,0.938281050752359,7,10.7182126
TR KSchur,4.62177074643428,77,9.57546253834105e-08,89.8787621,7260,30,60,150,1,1e-06,0.938281050752359,7,10.7182126
TR KSchur,4.62177074642549,397,3.24816080607546e-07,104.6749736,36060,30,60,150,5,1e-06,0.938281050752359,7,10.7182126
FDA subspace,-1,203,9.71945290866647e-07,2.9081764,222,10,20,50,1,1e-06,0.827595001275185,8,11.3200506
FDA subspace,-1,43,7.86684228975205e-07,0.7302571,230,10,20,50,5,1e-06,0.827595001275185,8,11.3200506
TR subspace,9.48697062575986,551,9.89172946528551e-07,8.0681596,570,10,20,50,1,1e-06,0.74164753889314,8,11.3200506
TR subspace,9.48697062576193,246,9.77712874885749e-07,4.2748857,1143,10,20,50,5,1e-06,0.74164753889314,8,11.3200506
TR KSchur,9.48697062576538,30,1.39017472176478e-07,10.2127299,1010,10,20,50,1,1e-06,0.74164753889314,8,11.3200506
TR KSchur,9.48697062576161,157,9.64568537582255e-07,12.404667,4820,10,20,50,5,1e-06,0.74164753889314,8,11.3200506
FDA subspace,-1,297,9.98137875387833e-07,5.7608881,336,20,40,100,1,1e-06,0.927314460596787,8,11.3200506
FDA subspace,-1,61,8.99517018952791e-07,1.3878262,340,20,40,100,5,1e-06,0.927314460596787,8,11.3200506
TR subspace,6.12993554017892,1676,9.78868478524261e-07,32.9634513,1715,20,40,100,1,1e-06,0.920428462127008,8,11.3200506
TR subspace,6.12993554019665,563,9.92360277942116e-07,12.838512,2850,20,40,100,5,1e-06,0.920428462127008,8,11.3200506
TR KSchur,6.12993554021947,39,9.62685412934588e-08,28.6298466,2560,20,40,100,1,1e-06,0.920428462127008,8,11.3200506
TR KSchur,6.12993554021862,135,2.93591496332901e-07,22.9161227,8320,20,40,100,5,1e-06,0.920428462127008,8,11.3200506
FDA subspace,-1,358,9.90928620282199e-07,9.2688582,417,30,60,150,1,1e-06,0.952308084672277,8,11.3200506
FDA subspace,-1,73,8.89278851014655e-07,2.1187487,420,30,60,150,5,1e-06,0.952308084672277,8,11.3200506
TR subspace,4.63090049974482,4682,9.95914824580643e-07,125.57243,4741,30,60,150,1,1e-06,0.938536087732721,8,11.3200506
TR subspace,4.63090049991894,2282,9.64017530290518e-07,69.1003175,11465,30,60,150,5,1e-06,0.938536087732721,8,11.3200506
TR KSchur,4.63090050006211,71,8.39224462880453e-08,84.0056985,6720,30,60,150,1,1e-06,0.938536087732721,8,11.3200506
TR KSchur,4.63090050005648,430,3.74325048804945e-07,113.407934,39030,30,60,150,5,1e-06,0.938536087732721,8,11.3200506
FDA subspace,-1,204,8.94524822801039e-07,2.9133161,223,10,20,50,1,1e-06,0.833970925784239,9,10.9669793
FDA subspace,-1,43,7.7308888550886e-07,0.7204952,230,10,20,50,5,1e-06,0.833970925784239,9,10.9669793
TR subspace,9.47756619601244,574,9.79894049638244e-07,8.3324847,593,10,20,50,1,1e-06,0.744197908696761,9,10.9669793
TR subspace,9.47756619601996,252,8.02472866010609e-07,4.3262368,1165,10,20,50,5,1e-06,0.744197908696761,9,10.9669793
TR KSchur,9.47756619602119,31,1.44049552043062e-07,10.4228011,1040,10,20,50,1,1e-06,0.744197908696761,9,10.9669793
TR KSchur,9.47756619601938,289,7.31853451288802e-07,22.7173456,8820,10,20,50,5,1e-06,0.744197908696761,9,10.9669793
FDA subspace,-1,300,9.17762109042502e-07,5.8505926,339,20,40,100,1,1e-06,0.924764090793165,9,10.9669793
FDA subspace,-1,61,9.37030708469562e-07,1.3639091,340,20,40,100,5,1e-06,0.924764090793165,9,10.9669793
TR subspace,6.12284538747974,1683,9.60645716392441e-07,32.9480308,1722,20,40,100,1,1e-06,0.918643203264473,9,10.9669793
TR subspace,6.12284538750289,624,9.66173884286677e-07,14.1434895,3155,20,40,100,5,1e-06,0.918643203264473,9,10.9669793
TR KSchur,6.12284538752671,39,1.00260441231528e-08,28.451445,2560,20,40,100,1,1e-06,0.918643203264473,9,10.9669793
TR KSchur,6.12284538752642,205,1.48664700250404e-07,34.2271836,12600,20,40,100,5,1e-06,0.918643203264473,9,10.9669793
FDA subspace,-1,361,9.82075915177936e-07,9.3332802,420,30,60,150,1,1e-06,0.951287936750829,9,10.9669793
FDA subspace,-1,73,8.8841035755359e-07,2.1109639,420,30,60,150,5,1e-06,0.951287936750829,9,10.9669793
TR subspace,4.62535559937839,4494,9.95021515399564e-07,118.5621184,4553,30,60,150,1,1e-06,0.940831420555981,9,10.9669793
TR subspace,4.62535559941641,2322,9.6362848166844e-07,68.532645,11665,30,60,150,5,1e-06,0.940831420555981,9,10.9669793
TR KSchur,4.62535559963062,73,5.01185220974776e-08,84.7501035,6900,30,60,150,1,1e-06,0.940831420555981,9,10.9669793
TR KSchur,4.62535559962125,406,2.98475742808645e-07,106.0754082,36870,30,60,150,5,1e-06,0.940831420555981,9,10.9669793
FDA subspace,-1,208,8.93505750078123e-07,2.9996888,227,10,20,50,1,1e-06,0.833460851823514,10,11.0195654
FDA subspace,-1,43,7.74445618161302e-07,0.7594273,230,10,20,50,5,1e-06,0.833460851823514,10,11.0195654
TR subspace,9.48818405534154,565,9.87447453353691e-07,8.1819722,584,10,20,50,1,1e-06,0.737311910226983,10,11.0195654
TR subspace,9.48818405534791,246,8.09285213501321e-07,4.2522957,1127,10,20,50,5,1e-06,0.737311910226983,10,11.0195654
TR KSchur,9.48818405534871,31,1.39852178797182e-07,10.5618028,1040,10,20,50,1,1e-06,0.737311910226983,10,11.0195654
TR KSchur,9.48818405534648,212,9.11346619318783e-07,16.7816043,6490,10,20,50,5,1e-06,0.737311910226983,10,11.0195654
FDA subspace,-1,298,9.66421753523968e-07,5.7897969,337,20,40,100,1,1e-06,0.925274164753889,10,11.0195654
FDA subspace,-1,61,8.56863115656384e-07,1.3771592,340,20,40,100,5,1e-06,0.925274164753889,10,11.0195654
TR subspace,6.13037068202138,1665,9.95778344780191e-07,32.657298,1704,20,40,100,1,1e-06,0.913797500637592,10,11.0195654
TR subspace,6.13037068205199,561,9.16336079407657e-07,12.7268578,2840,20,40,100,5,1e-06,0.913797500637592,10,11.0195654
TR KSchur,6.13037068206364,37,1.11990783561326e-08,27.3225357,2440,20,40,100,1,1e-06,0.913797500637592,10,11.0195654
TR KSchur,6.1303706820626,172,3.15549995256151e-07,29.0682681,10580,20,40,100,5,1e-06,0.913797500637592,10,11.0195654
FDA subspace,-1,359,9.80987172074264e-07,9.3011394,418,30,60,150,1,1e-06,0.951287936750829,10,11.0195654
FDA subspace,-1,73,9.41064861337669e-07,2.0987226,420,30,60,150,5,1e-06,0.951287936750829,10,11.0195654
TR subspace,4.63125909803956,4385,9.94046735346e-07,116.2399284,4444,30,60,150,1,1e-06,0.928844682478959,10,11.0195654
TR subspace,4.63125909815651,2144,8.42325608024419e-07,63.7251374,10775,30,60,150,5,1e-06,0.928844682478959,10,11.0195654
TR KSchur,4.63125909828583,73,9.067018446962e-08,85.2970067,6900,30,60,150,1,1e-06,0.928844682478959,10,11.0195654
TR KSchur,4.63125909824733,341,6.7599927783783e-07,89.785975,31020,30,60,150,5,1e-06,0.928844682478959,10,11.0195654
