algo,rho,iters,res_norm,train_time,mv_mult,k,min_size,max_size,block_size,tol,accuracy,nfold,extra_time
TR KSchur,6.36745302096178,27,1.64692586767556e-08,111.8184132,1840,20,40,100,1,1e-06,0.921703647028819,2,68.1294904
TR KSchur,6.36745302096147,90,2.85221011291227e-07,98.1070155,5660,20,40,100,5,1e-06,0.921703647028819,2,68.1294904
FDA subspace,-1,420,9.45197623722289e-07,40.213169,479,30,60,150,1,1e-06,0.931905126243305,2,68.1294904
FDA subspace,-1,86,8.92127274712974e-07,10.5683081,485,30,60,150,5,1e-06,0.931905126243305,2,68.1294904
TR subspace,4.79238400228926,2511,9.82644992077517e-07,246.2683138,2570,30,60,150,1,1e-06,0.947462382045397,2,68.1294904
TR subspace,4.79238400232894,666,9.56104964012772e-07,84.2100446,3385,30,60,150,5,1e-06,0.947462382045397,2,68.1294904
TR KSchur,4.79238400236064,31,6.11037941961867e-08,198.7195389,3120,30,60,150,1,1e-06,0.947462382045397,2,68.1294904
TR KSchur,4.79238400235843,89,5.00265424835688e-07,147.8340445,8340,30,60,150,5,1e-06,0.947462382045397,2,68.1294904
FDA subspace,-1,218,8.70408172624433e-07,15.1916226,237,10,20,50,1,1e-06,0.81994389186432,3,71.4933303
FDA subspace,-1,46,7.37792826174684e-07,4.6172839,245,10,20,50,5,1e-06,0.81994389186432,3,71.4933303
TR subspace,9.89632721553228,499,9.62768609537844e-07,35.3525417,518,10,20,50,1,1e-06,0.755419535832696,3,71.4933303
TR subspace,9.89632721553574,172,9.4114360567475e-07,17.2378321,833,10,20,50,5,1e-06,0.755419535832696,3,71.4933303
TR KSchur,9.89632721553728,26,1.91916504415517e-07,52.514606,890,10,20,50,1,1e-06,0.755419535832696,3,71.4933303
TR KSchur,9.89632721553684,142,5.22131122520818e-07,78.136892,4390,10,20,50,5,1e-06,0.755419535832696,3,71.4933303
FDA subspace,-1,334,9.45761156169907e-07,27.1812935,373,20,40,100,1,1e-06,0.913797500637592,3,71.4933303
FDA subspace,-1,68,9.78779467425488e-07,7.4742545,375,20,40,100,5,1e-06,0.913797500637592,3,71.4933303
TR subspace,6.34752163035027,1238,9.54263047152672e-07,104.2801816,1277,20,40,100,1,1e-06,0.922213720989543,3,71.4933303
TR subspace,6.34752163036603,310,9.62727783583968e-07,35.4028658,1585,20,40,100,5,1e-06,0.922213720989543,3,71.4933303
TR KSchur,6.34752163037433,27,1.64570560229769e-08,115.1486325,1840,20,40,100,1,1e-06,0.922213720989543,3,71.4933303
TR KSchur,6.34752163037171,117,8.19754868228476e-07,132.2435925,7320,20,40,100,5,1e-06,0.922213720989543,3,71.4933303
FDA subspace,-1,421,9.89705247895074e-07,40.6467294,480,30,60,150,1,1e-06,0.935220606988013,3,71.4933303
FDA subspace,-1,86,8.36397751321579e-07,10.9848079,485,30,60,150,5,1e-06,0.935220606988013,3,71.4933303
TR subspace,4.77975923924803,2516,9.88719238767508e-07,246.3315495,2575,30,60,150,1,1e-06,0.947462382045397,3,71.4933303
TR subspace,4.77975923926014,606,9.64308391992762e-07,78.4772911,3085,30,60,150,5,1e-06,0.947462382045397,3,71.4933303
TR KSchur,4.77975923931877,32,2.6704771572772e-08,205.9891074,3210,30,60,150,1,1e-06,0.947462382045397,3,71.4933303
TR KSchur,4.77975923931807,95,3.38879699383464e-07,163.2403545,8880,30,60,150,5,1e-06,0.947462382045397,3,71.4933303
FDA subspace,-1,219,9.31127102073014e-07,14.9913131,238,10,20,50,1,1e-06,0.814588115276715,4,73.8889605
FDA subspace,-1,44,9.36897880436061e-07,4.2109666,235,10,20,50,5,1e-06,0.814588115276715,4,73.8889605
TR subspace,9.90799260315619,510,9.5718545714709e-07,35.1793803,529,10,20,50,1,1e-06,0.745473093598572,4,73.8889605
TR subspace,9.90799260315997,176,7.85781662027192e-07,16.9732733,826,10,20,50,5,1e-06,0.745473093598572,4,73.8889605
TR KSchur,9.90799260316027,25,1.89631244923263e-07,50.2220134,860,10,20,50,1,1e-06,0.745473093598572,4,73.8889605
TR KSchur,9.90799260315981,175,4.69148792419155e-07,92.9517501,5400,10,20,50,5,1e-06,0.745473093598572,4,73.8889605
FDA subspace,-1,331,9.90179713064855e-07,26.7428385,370,20,40,100,1,1e-06,0.911757204794695,4,73.8889605
FDA subspace,-1,68,9.35799762662528e-07,7.3061935,375,20,40,100,5,1e-06,0.911757204794695,4,73.8889605
TR subspace,6.35292705813394,1242,9.82984216880194e-07,104.0200125,1281,20,40,100,1,1e-06,0.916602907421576,4,73.8889605
TR subspace,6.35292705815316,314,9.37391377350847e-07,34.3116822,1605,20,40,100,5,1e-06,0.916602907421576,4,73.8889605
TR KSchur,6.35292705815798,27,1.66680387133676e-08,111.9229244,1840,20,40,100,1,1e-06,0.916602907421576,4,73.8889605
TR KSchur,6.35292705815668,86,7.35431633491287e-07,94.5184149,5420,20,40,100,5,1e-06,0.916602907421576,4,73.8889605
FDA subspace,-1,420,9.93773175174392e-07,40.3324224,479,30,60,150,1,1e-06,0.930884978321857,4,73.8889605
FDA subspace,-1,86,8.9091183015775e-07,10.7158635,485,30,60,150,5,1e-06,0.930884978321857,4,73.8889605
TR subspace,4.78308650239066,2547,9.88263152806931e-07,248.6492346,2606,30,60,150,1,1e-06,0.942361642438154,4,73.8889605
TR subspace,4.78308650244358,691,9.85197683332837e-07,87.107952,3510,30,60,150,5,1e-06,0.942361642438154,4,73.8889605
TR KSchur,4.78308650245917,32,4.98941045182919e-08,204.0626678,3210,30,60,150,1,1e-06,0.942361642438154,4,73.8889605
TR KSchur,4.78308650245911,94,6.6058276140736e-08,157.2398882,8790,30,60,150,5,1e-06,0.942361642438154,4,73.8889605
FDA subspace,-1,219,8.89419861322182e-07,15.0467851,238,10,20,50,1,1e-06,0.820964039785769,5,72.4263273
FDA subspace,-1,45,9.89962735492438e-07,4.2928633,240,10,20,50,5,1e-06,0.820964039785769,5,72.4263273
TR subspace,9.90699101800229,502,9.51886377702267e-07,34.9709114,521,10,20,50,1,1e-06,0.756949757714869,5,72.4263273
TR subspace,9.90699101800552,169,8.4308878804993e-07,16.5429667,804,10,20,50,5,1e-06,0.756949757714869,5,72.4263273
TR KSchur,9.90699101800701,25,1.87852605029047e-07,50.0732693,860,10,20,50,1,1e-06,0.756949757714869,5,72.4263273
TR KSchur,9.90699101800663,108,5.49498812731606e-07,57.2880785,3350,10,20,50,5,1e-06,0.756949757714869,5,72.4263273
FDA subspace,-1,333,9.56389666931157e-07,26.9138645,372,20,40,100,1,1e-06,0.918643203264473,5,72.4263273
FDA subspace,-1,68,9.02593924884497e-07,7.4448669,375,20,40,100,5,1e-06,0.918643203264473,5,72.4263273
TR subspace,6.35208686797425,1273,9.64690759490404e-07,104.6649782,1312,20,40,100,1,1e-06,0.91940831420556,5,72.4263273
TR subspace,6.35208686799088,348,9.4042560480377e-07,38.5575987,1775,20,40,100,5,1e-06,0.91940831420556,5,72.4263273
TR KSchur,6.35208686799727,27,1.65172306519394e-08,112.8927854,1840,20,40,100,1,1e-06,0.91940831420556,5,72.4263273
TR KSchur,6.35208686799694,76,3.63803743709496e-07,83.2858254,4780,20,40,100,5,1e-06,0.91940831420556,5,72.4263273
FDA subspace,-1,422,9.61626730744768e-07,40.0536418,481,30,60,150,1,1e-06,0.932160163223667,5,72.4263273
FDA subspace,-1,85,9.85227014970844e-07,10.2034107,480,30,60,150,5,1e-06,0.932160163223667,5,72.4263273
TR subspace,4.78239186482067,2504,9.97471081876918e-07,242.5264867,2563,30,60,150,1,1e-06,0.944401938281051,5,72.4263273
TR subspace,4.7823918648404,614,9.06783179290601e-07,77.6811478,3125,30,60,150,5,1e-06,0.944401938281051,5,72.4263273
TR KSchur,4.78239186489545,32,4.81646344322762e-08,204.8207897,3210,30,60,150,1,1e-06,0.944401938281051,5,72.4263273
TR KSchur,4.78239186489026,86,7.46219363002655e-07,143.3439513,8070,30,60,150,5,1e-06,0.944401938281051,5,72.4263273
FDA subspace,-1,215,9.51394093910712e-07,14.746506,234,10,20,50,1,1e-06,0.81280285641418,6,70.01241
FDA subspace,-1,46,6.6807193177129e-07,4.4370396,245,10,20,50,5,1e-06,0.81280285641418,6,70.01241
TR subspace,9.93417556723857,507,9.71530822758571e-07,35.3541955,526,10,20,50,1,1e-06,0.74878857434328,6,70.01241
TR subspace,9.9341755672436,168,6.02783886329688e-07,16.3988165,800,10,20,50,5,1e-06,0.74878857434328,6,70.01241
TR KSchur,9.93417556724396,25,1.81439451460348e-07,50.3527009,860,10,20,50,1,1e-06,0.74878857434328,6,70.01241
TR KSchur,9.93417556724325,171,5.84125760764177e-07,90.2803258,5280,10,20,50,5,1e-06,0.74878857434328,6,70.01241
FDA subspace,-1,333,9.86548754796412e-07,27.3171252,372,20,40,100,1,1e-06,0.912012241775057,6,70.01241
FDA subspace,-1,69,7.93605920544038e-07,7.5495125,380,20,40,100,5,1e-06,0.912012241775057,6,70.01241
TR subspace,6.36588778373121,1259,9.722688601075e-07,103.279923,1298,20,40,100,1,1e-06,0.919918388166284,6,70.01241
TR subspace,6.3658877837497,350,9.83442099268234e-07,39.0251397,1785,20,40,100,5,1e-06,0.919918388166284,6,70.01241
TR KSchur,6.36588778375529,27,1.60637648540283e-08,112.9186363,1840,20,40,100,1,1e-06,0.919918388166284,6,70.01241
TR KSchur,6.36588778375504,74,2.98190828260011e-07,81.4094106,4660,20,40,100,5,1e-06,0.919918388166284,6,70.01241
FDA subspace,-1,421,9.89681744331934e-07,39.265198,480,30,60,150,1,1e-06,0.924254016832441,6,70.01241
FDA subspace,-1,86,8.39483993884536e-07,10.3835366,485,30,60,150,5,1e-06,0.924254016832441,6,70.01241
TR subspace,4.79131371289115,2522,9.61158574777319e-07,246.702105,2581,30,60,150,1,1e-06,0.942871716398878,6,70.01241
TR subspace,4.79131371294785,711,9.89151489176723e-07,89.9760119,3610,30,60,150,5,1e-06,0.942871716398878,6,70.01241
TR KSchur,4.79131371296439,32,5.28874832759396e-08,205.6262215,3210,30,60,150,1,1e-06,0.942871716398878,6,70.01241
TR KSchur,4.7913137129642,96,1.4004144875156e-07,160.2441046,8970,30,60,150,5,1e-06,0.942871716398878,6,70.01241
FDA subspace,-1,215,9.50692193024682e-07,15.1909804,234,10,20,50,1,1e-06,0.825554705432288,7,68.9945027
FDA subspace,-1,45,8.61952502742818e-07,4.4224804,240,10,20,50,5,1e-06,0.825554705432288,7,68.9945027
TR subspace,9.90953136114709,518,9.61822795514757e-07,36.5386756,537,10,20,50,1,1e-06,0.752104055087988,7,68.9945027
TR subspace,9.90953136115349,208,6.86182827056628e-07,20.4273332,979,10,20,50,5,1e-06,0.752104055087988,7,68.9945027
TR KSchur,9.90953136115385,25,1.88744295173315e-07,50.6558258,860,10,20,50,1,1e-06,0.752104055087988,7,68.9945027
TR KSchur,9.90953136115196,160,9.87637410766612e-07,85.5536327,4950,10,20,50,5,1e-06,0.752104055087988,7,68.9945027
FDA subspace,-1,332,9.9150976396826e-07,27.2105614,371,20,40,100,1,1e-06,0.91583779648049,7,68.9945027
FDA subspace,-1,69,8.17749486199782e-07,7.485021,380,20,40,100,5,1e-06,0.91583779648049,7,68.9945027
TR subspace,6.35464522278574,1251,9.06336715489174e-07,103.6909482,1290,20,40,100,1,1e-06,0.92297883193063,7,68.9945027
TR subspace,6.35464522279453,288,8.36994835174173e-07,31.3325889,1475,20,40,100,5,1e-06,0.92297883193063,7,68.9945027
TR KSchur,6.35464522280563,25,3.54251095969397e-08,105.3897486,1720,20,40,100,1,1e-06,0.92297883193063,7,68.9945027
TR KSchur,6.35464522280556,75,1.56789592027257e-07,82.34885,4720,20,40,100,5,1e-06,0.92297883193063,7,68.9945027
FDA subspace,-1,421,9.77090763238874e-07,40.3529658,480,30,60,150,1,1e-06,0.935220606988013,7,68.9945027
FDA subspace,-1,85,9.61907131189809e-07,10.2439315,480,30,60,150,5,1e-06,0.935220606988013,7,68.9945027
TR subspace,4.78442167648044,2517,9.9865309084609e-07,243.4464556,2576,30,60,150,1,1e-06,0.946442234123948,7,68.9945027
TR subspace,4.78442167651404,644,9.42612909480894e-07,79.355008,3275,30,60,150,5,1e-06,0.946442234123948,7,68.9945027
TR KSchur,4.78442167655683,32,8.89158985610691e-08,206.0444101,3210,30,60,150,1,1e-06,0.946442234123948,7,68.9945027
TR KSchur,4.78442167655666,118,1.43920463898733e-07,196.1616013,11010,30,60,150,5,1e-06,0.946442234123948,7,68.9945027
FDA subspace,-1,215,9.19675150984441e-07,14.9035169,234,10,20,50,1,1e-06,0.813057893394542,8,69.5433063
FDA subspace,-1,44,9.76438296362315e-07,4.2725068,235,10,20,50,5,1e-06,0.813057893394542,8,69.5433063
TR subspace,9.90801653691563,525,9.77057303815755e-07,36.4422734,544,10,20,50,1,1e-06,0.749043611323642,8,69.5433063
TR subspace,9.90801653691953,161,9.19771067139658e-07,15.6938964,778,10,20,50,5,1e-06,0.749043611323642,8,69.5433063
TR KSchur,9.90801653692093,27,1.84748986823232e-07,54.1416956,920,10,20,50,1,1e-06,0.749043611323642,8,69.5433063
TR KSchur,9.9080165369194,106,9.45430589785566e-07,56.7472339,3290,10,20,50,5,1e-06,0.749043611323642,8,69.5433063
FDA subspace,-1,335,9.72859619569841e-07,27.1715997,374,20,40,100,1,1e-06,0.912012241775057,8,69.5433063
FDA subspace,-1,68,9.53509799212756e-07,7.3876033,375,20,40,100,5,1e-06,0.912012241775057,8,69.5433063
TR subspace,6.35372220386078,1251,9.85228235126742e-07,104.190253,1290,20,40,100,1,1e-06,0.915582759500127,8,69.5433063
TR subspace,6.3537222038799,323,9.09639346199141e-07,35.420519,1650,20,40,100,5,1e-06,0.915582759500127,8,69.5433063
TR KSchur,6.35372220388515,25,7.6120462431397e-08,105.6148541,1720,20,40,100,1,1e-06,0.915582759500127,8,69.5433063
TR KSchur,6.3537222038851,72,1.0312890658145e-07,79.6196225,4540,20,40,100,5,1e-06,0.915582759500127,8,69.5433063
FDA subspace,-1,422,9.65106852935096e-07,39.8813561,481,30,60,150,1,1e-06,0.932925274164754,8,69.5433063
FDA subspace,-1,86,9.28653069722574e-07,10.4262282,485,30,60,150,5,1e-06,0.932925274164754,8,69.5433063
TR subspace,4.78387158550082,2572,9.94306937356502e-07,249.2545307,2631,30,60,150,1,1e-06,0.940831420555981,8,69.5433063
TR subspace,4.78387158555355,686,9.64804296796899e-07,84.9922315,3485,30,60,150,5,1e-06,0.940831420555981,8,69.5433063
TR KSchur,4.78387158557679,32,5.54465944693488e-08,205.6657137,3210,30,60,150,1,1e-06,0.940831420555981,8,69.5433063
TR KSchur,4.78387158557665,93,1.15504879040665e-07,156.041651,8700,30,60,150,5,1e-06,0.940831420555981,8,69.5433063
FDA subspace,-1,217,8.46413686058654e-07,15.2090504,236,10,20,50,1,1e-06,0.804641673042591,9,68.4508141
FDA subspace,-1,46,5.94305156737888e-07,4.4549194,245,10,20,50,5,1e-06,0.804641673042591,9,68.4508141
TR subspace,9.9297668686978,506,8.68042072339163e-07,35.1961532,525,10,20,50,1,1e-06,0.744197908696761,9,68.4508141
TR subspace,9.92976686870065,186,8.77332462563741e-07,18.0019077,895,10,20,50,5,1e-06,0.744197908696761,9,68.4508141
TR KSchur,9.92976686870147,25,1.83006430742575e-07,50.8391488,860,10,20,50,1,1e-06,0.744197908696761,9,68.4508141
TR KSchur,9.92976686869997,236,9.35470888345561e-07,126.18265,7270,10,20,50,5,1e-06,0.744197908696761,9,68.4508141
FDA subspace,-1,334,9.90488390552735e-07,27.5089341,373,20,40,100,1,1e-06,0.913287426676868,9,68.4508141
FDA subspace,-1,69,7.74844977476172e-07,7.7591937,380,20,40,100,5,1e-06,0.913287426676868,9,68.4508141
TR subspace,6.36382105758095,1257,9.79801933280616e-07,103.053278,1296,20,40,100,1,1e-06,0.906656465187452,9,68.4508141
TR subspace,6.36382105760078,342,9.18416300222898e-07,38.446919,1745,20,40,100,5,1e-06,0.906656465187452,9,68.4508141
TR KSchur,6.36382105760412,27,1.71501459740835e-08,113.202707,1840,20,40,100,1,1e-06,0.906656465187452,9,68.4508141
TR KSchur,6.36382105760219,96,7.44079479606251e-07,106.1113347,6020,20,40,100,5,1e-06,0.906656465187452,9,68.4508141
FDA subspace,-1,422,9.65072041917934e-07,40.4652297,481,30,60,150,1,1e-06,0.931140015302219,9,68.4508141
FDA subspace,-1,85,9.61278848052812e-07,10.7142916,480,30,60,150,5,1e-06,0.931140015302219,9,68.4508141
TR subspace,4.7898201516373,2507,9.73207310551169e-07,243.3227668,2566,30,60,150,1,1e-06,0.940576383575618,9,68.4508141
TR subspace,4.78982015168822,668,9.92169107156698e-07,83.1339028,3395,30,60,150,5,1e-06,0.940576383575618,9,68.4508141
TR KSchur,4.78982015171244,32,5.68369063651558e-08,206.2524536,3210,30,60,150,1,1e-06,0.940576383575618,9,68.4508141
TR KSchur,4.78982015170421,86,9.27781723015804e-07,145.1046992,8070,30,60,150,5,1e-06,0.940576383575618,9,68.4508141
FDA subspace,-1,215,9.17448920063803e-07,14.9823891,234,10,20,50,1,1e-06,0.817648559041061,10,66.9025025
FDA subspace,-1,45,8.95109925194341e-07,4.4234194,240,10,20,50,5,1e-06,0.817648559041061,10,66.9025025
TR subspace,9.88738024713,510,9.54916454350327e-07,35.6136391,529,10,20,50,1,1e-06,0.758990053557766,10,66.9025025
TR subspace,9.887380247132,169,9.27397407037589e-07,16.5544304,820,10,20,50,5,1e-06,0.758990053557766,10,66.9025025
TR KSchur,9.88738024713446,25,1.98645636222671e-07,50.907689,860,10,20,50,1,1e-06,0.758990053557766,10,66.9025025
TR KSchur,9.88738024713423,183,3.47241299643784e-07,98.5339532,5640,10,20,50,5,1e-06,0.758990053557766,10,66.9025025
FDA subspace,-1,333,9.72191692388606e-07,27.422504,372,20,40,100,1,1e-06,0.91354246365723,10,66.9025025
FDA subspace,-1,68,9.88984206092967e-07,7.4360356,375,20,40,100,5,1e-06,0.91354246365723,10,66.9025025
TR subspace,6.34084276812471,1262,9.52601521683332e-07,104.0199545,1301,20,40,100,1,1e-06,0.922723794950268,10,66.9025025
TR subspace,6.34084276814057,357,9.21087281736266e-07,40.0692006,1820,20,40,100,5,1e-06,0.922723794950268,10,66.9025025
TR KSchur,6.3408427681455,28,1.73000950813982e-08,117.475123,1900,20,40,100,1,1e-06,0.922723794950268,10,66.9025025
TR KSchur,6.34084276814521,77,2.9176136341016e-07,86.0997428,4840,20,40,100,5,1e-06,0.922723794950268,10,66.9025025
FDA subspace,-1,421,9.9285082681255e-07,40.7201294,480,30,60,150,1,1e-06,0.93011986738077,10,66.9025025
FDA subspace,-1,86,8.55824420674146e-07,10.7729553,485,30,60,150,5,1e-06,0.93011986738077,10,66.9025025
TR subspace,4.77479552943895,2510,9.91138408690663e-07,242.8281816,2569,30,60,150,1,1e-06,0.945677123182862,10,66.9025025
TR subspace,4.77479552944379,614,9.63596873125933e-07,76.968425,3125,30,60,150,5,1e-06,0.945677123182862,10,66.9025025
TR KSchur,4.77479552950407,32,6.26370064028311e-08,206.8173855,3210,30,60,150,1,1e-06,0.945677123182862,10,66.9025025
TR KSchur,4.77479552950219,89,5.74790549228165e-07,151.2191796,8340,30,60,150,5,1e-06,0.945677123182862,10,66.9025025
