algo,rho,iters,res_norm,train_time,mv_mult,k,min_size,max_size,block_size,tol,accuracy,nfold,extra_time
FDA subspace,-1,144,9.92973469764319e-07,0.0759435,161,9,18,45,1,1e-06,0.809,2,0.4393181
FDA subspace,-1,50,8.2238198989301e-07,0.0268693,165,9,18,45,3,1e-06,0.809,2,0.4393181
TR subspace,5.13004829426931,7320,9.86190929287124e-07,3.9357262,7337,9,18,45,1,1e-06,0.593833333333333,2,0.4393181
TR subspace,5.13004829449119,6230,9.81173597692932e-07,3.497301,18705,9,18,45,3,1e-06,0.593833333333333,2,0.4393181
TR KSchur,5.1300482950904,1332,7.84500202368115e-08,3.30128,36081,9,18,45,1,1e-06,0.593833333333333,2,0.4393181
TR KSchur,5.13004829501668,5147,8.08355736687629e-07,8.7172868,139104,9,18,45,3,1e-06,0.593833333333333,2,0.4393181
FDA subspace,-1,14547,9.71618594078543e-07,7.0038992,14564,9,18,45,1,1e-06,0.825166666666667,3,0.4362533
FDA subspace,-1,14645,9.49518654237566e-07,7.4063695,43950,9,18,45,3,1e-06,0.825166666666667,3,0.4362533
TR subspace,13.5444898390366,9228,9.95646650560032e-07,5.1221293,9245,9,18,45,1,1e-06,0.478166666666667,3,0.4362533
TR subspace,13.544489830489,6680,9.78064386383723e-07,3.9593123,20055,9,18,45,3,1e-06,0.478166666666667,3,0.4362533
TR KSchur,13.5444898484374,3039,9.2982152821024e-08,7.5904532,82260,9,18,45,1,1e-06,0.478166666666667,3,0.4362533
TR KSchur,13.5444898483385,10143,2.65137738379574e-07,17.0895023,274068,9,18,45,3,1e-06,0.478166666666667,3,0.4362533
FDA subspace,-1,145,9.97326494968019e-07,0.0742999,162,9,18,45,1,1e-06,0.802166666666667,3,0.4496177
FDA subspace,-1,50,6.19141944465471e-07,0.026155,165,9,18,45,3,1e-06,0.802166666666667,3,0.4496177
TR subspace,5.14014055493221,7015,9.59913868884456e-07,3.7698431,7032,9,18,45,1,1e-06,0.5905,3,0.4496177
TR subspace,5.14014055468341,6050,9.84924628842375e-07,3.4723686,18165,9,18,45,3,1e-06,0.5905,3,0.4496177
TR KSchur,5.1401405554289,1334,7.92655064806122e-08,3.3616857,36135,9,18,45,1,1e-06,0.5905,3,0.4496177
TR KSchur,5.14014055542653,4762,1.53886952671795e-07,7.8899084,128691,9,18,45,3,1e-06,0.5905,3,0.4496177
FDA subspace,-1,18063,9.38787420302962e-07,8.5650089,18080,9,18,45,1,1e-06,0.818833333333333,4,0.4735906
FDA subspace,-1,12411,9.83382131583042e-07,6.3743724,37248,9,18,45,3,1e-06,0.818833333333333,4,0.4735906
TR subspace,13.5319122954337,8933,9.96259752158296e-07,5.0304747,8950,9,18,45,1,1e-06,0.474,4,0.4735906
TR subspace,13.5319122908119,7281,9.41490955815547e-07,4.3750923,21858,9,18,45,3,1e-06,0.474,4,0.4735906
TR KSchur,13.5319123036285,2814,9.23135913970211e-08,7.0398773,76185,9,18,45,1,1e-06,0.474,4,0.4735906
TR KSchur,13.5319123035992,9793,1.63931246573078e-07,16.7051308,264618,9,18,45,3,1e-06,0.474,4,0.4735906
FDA subspace,-1,146,8.68566674525203e-07,0.068399,163,9,18,45,1,1e-06,0.796333333333333,4,0.4346162
FDA subspace,-1,50,8.27059981104166e-07,0.0263266,165,9,18,45,3,1e-06,0.796333333333333,4,0.4346162
TR subspace,5.14168779530037,6854,9.51374653360441e-07,3.8302716,6871,9,18,45,1,1e-06,0.594166666666667,4,0.4346162
TR subspace,5.14168779514775,5652,9.8241184044618e-07,3.5352686,16971,9,18,45,3,1e-06,0.594166666666667,4,0.4346162
TR KSchur,5.14168779579409,1244,9.64764221486232e-08,3.1834358,33705,9,18,45,1,1e-06,0.594166666666667,4,0.4346162
TR KSchur,5.14168779577812,4026,3.48861018106678e-07,6.7627954,108819,9,18,45,3,1e-06,0.594166666666667,4,0.4346162
FDA subspace,-1,14771,9.60106234704848e-07,8.1585791,14788,9,18,45,1,1e-06,0.818833333333333,5,0.4507435
FDA subspace,-1,18127,9.65528479886392e-07,10.1233969,54396,9,18,45,3,1e-06,0.818833333333333,5,0.4507435
TR subspace,13.4527338056427,9093,8.81927711405155e-07,5.0909641,9110,9,18,45,1,1e-06,0.479833333333333,5,0.4507435
TR subspace,13.4527338014191,7184,9.86904877383523e-07,4.1385831,21567,9,18,45,3,1e-06,0.479833333333333,5,0.4507435
TR KSchur,13.4527338150366,2766,8.00529455126408e-08,6.8293518,74889,9,18,45,1,1e-06,0.479833333333333,5,0.4507435
TR KSchur,13.4527338148756,10824,2.93954091789775e-07,18.723414,292455,9,18,45,3,1e-06,0.479833333333333,5,0.4507435
FDA subspace,-1,147,9.39416298858386e-07,0.0823021,164,9,18,45,1,1e-06,0.799166666666667,5,0.4525794
FDA subspace,-1,50,8.38540485752322e-07,0.0259836,165,9,18,45,3,1e-06,0.799166666666667,5,0.4525794
TR subspace,5.13430412030763,6931,9.93141379291673e-07,3.7184657,6948,9,18,45,1,1e-06,0.594333333333333,5,0.4525794
TR subspace,5.13430412014292,5798,9.94272264879918e-07,3.3138824,17409,9,18,45,3,1e-06,0.594333333333333,5,0.4525794
TR KSchur,5.13430412087716,1216,9.71847848522353e-08,2.9733526,32949,9,18,45,1,1e-06,0.594333333333333,5,0.4525794
TR KSchur,5.13430412084366,6119,4.80550649883594e-07,10.1928294,165366,9,18,45,3,1e-06,0.594333333333333,5,0.4525794
FDA subspace,-1,15038,9.8345527344319e-07,7.2236448,15055,9,18,45,1,1e-06,0.825333333333333,6,0.4756807
FDA subspace,-1,12546,9.35320505193473e-07,6.3239936,37653,9,18,45,3,1e-06,0.825333333333333,6,0.4756807
TR subspace,13.4831997115101,8904,9.91851458571995e-07,5.007684,8921,9,18,45,1,1e-06,0.484333333333333,6,0.4756807
TR subspace,13.4831997143416,6849,9.88942967415634e-07,4.0234399,20562,9,18,45,3,1e-06,0.484333333333333,6,0.4756807
TR KSchur,13.483199721854,2749,8.37616070299021e-08,6.9978326,74430,9,18,45,1,1e-06,0.484333333333333,6,0.4756807
TR KSchur,13.4831997201919,10525,9.24942027959929e-07,18.0546623,284382,9,18,45,3,1e-06,0.484333333333333,6,0.4756807
FDA subspace,-1,145,8.41666243335008e-07,0.0843524,162,9,18,45,1,1e-06,0.803,6,0.4394311
FDA subspace,-1,50,8.45023027767197e-07,0.0262812,165,9,18,45,3,1e-06,0.803,6,0.4394311
TR subspace,5.13356538009003,6634,9.7657245299227e-07,3.6234385,6651,9,18,45,1,1e-06,0.597333333333333,6,0.4394311
TR subspace,5.13356537993666,5798,9.94622894815456e-07,3.3431864,17409,9,18,45,3,1e-06,0.597333333333333,6,0.4394311
TR KSchur,5.1335653806359,1210,9.81191409972093e-08,3.0538176,32787,9,18,45,1,1e-06,0.597333333333333,6,0.4394311
TR KSchur,5.13356538059553,4362,5.13291911858528e-07,7.5229891,117891,9,18,45,3,1e-06,0.597333333333333,6,0.4394311
FDA subspace,-1,23299,9.68041332208347e-07,11.1012243,23316,9,18,45,1,1e-06,0.818333333333333,7,0.4495988
FDA subspace,-1,13978,9.85276610120434e-07,7.0361567,41949,9,18,45,3,1e-06,0.818333333333333,7,0.4495988
TR subspace,13.5370385911185,9068,9.41216303625254e-07,5.1023501,9085,9,18,45,1,1e-06,0.479166666666667,7,0.4495988
TR subspace,13.5370385805063,7218,9.65428408914229e-07,4.2271549,21669,9,18,45,3,1e-06,0.479,7,0.4495988
TR KSchur,13.5370385982328,3105,9.94863031817424e-08,7.6822468,84042,9,18,45,1,1e-06,0.479,7,0.4495988
TR KSchur,13.537038597875,10724,4.55803489720396e-07,18.2261032,289755,9,18,45,3,1e-06,0.479,7,0.4495988
FDA subspace,-1,147,9.99981374617724e-07,0.0716167,164,9,18,45,1,1e-06,0.797666666666667,7,0.4799727
FDA subspace,-1,50,7.78244777701762e-07,0.0262269,165,9,18,45,3,1e-06,0.797666666666667,7,0.4799727
TR subspace,5.1430480300167,7204,9.13874851036183e-07,3.837016,7221,9,18,45,1,1e-06,0.594333333333333,7,0.4799727
TR subspace,5.14304802988681,5663,9.65974380303269e-07,3.2295812,17004,9,18,45,3,1e-06,0.594333333333333,7,0.4799727
TR KSchur,5.14304803063655,1332,8.48655006060637e-08,3.2626753,36081,9,18,45,1,1e-06,0.594333333333333,7,0.4799727
TR KSchur,5.14304803063373,4728,1.42664674037538e-07,7.8877046,127773,9,18,45,3,1e-06,0.594333333333333,7,0.4799727
FDA subspace,-1,17034,9.3664116190267e-07,8.0988375,17051,9,18,45,1,1e-06,0.821833333333333,8,0.4591018
FDA subspace,-1,21826,9.88026823103136e-07,10.918119,65493,9,18,45,3,1e-06,0.821833333333333,8,0.4591018
TR subspace,13.5638443237075,8877,9.33554912532885e-07,4.9486251,8894,9,18,45,1,1e-06,0.4705,8,0.4591018
TR subspace,13.5638443208485,6923,9.00734100036532e-07,4.0490924,20784,9,18,45,3,1e-06,0.470666666666667,8,0.4591018
TR KSchur,13.5638443318901,2884,9.43709751256306e-08,7.1458765,78075,9,18,45,1,1e-06,0.470666666666667,8,0.4591018
TR KSchur,13.563844331824,11838,2.08163346696309e-07,19.8235907,319851,9,18,45,3,1e-06,0.470666666666667,8,0.4591018
FDA subspace,-1,147,9.86798085597166e-07,0.0708087,164,9,18,45,1,1e-06,0.805,8,0.4405915
FDA subspace,-1,50,7.30422100115316e-07,0.0264136,165,9,18,45,3,1e-06,0.805,8,0.4405915
TR subspace,5.14593605721085,6667,9.91150373343365e-07,3.5629879,6684,9,18,45,1,1e-06,0.590666666666667,8,0.4405915
TR subspace,5.14593605766762,6016,9.92889159724576e-07,3.5374761,18063,9,18,45,3,1e-06,0.590666666666667,8,0.4405915
TR KSchur,5.14593605823545,1313,8.11801516383388e-08,3.4213906,35568,9,18,45,1,1e-06,0.590666666666667,8,0.4405915
TR KSchur,5.14593605823338,4245,1.23711141013518e-07,7.27327,114732,9,18,45,3,1e-06,0.590666666666667,8,0.4405915
FDA subspace,-1,16872,9.98001146588057e-07,8.0834269,16889,9,18,45,1,1e-06,0.821,9,0.4653504
FDA subspace,-1,13041,9.67415175351594e-07,6.6283196,39138,9,18,45,3,1e-06,0.821,9,0.4653504
TR subspace,13.4831618025223,9475,9.68760374563271e-07,5.2679555,9492,9,18,45,1,1e-06,0.490166666666667,9,0.4653504
TR subspace,13.4831618058454,7281,9.54926710507141e-07,4.2437586,21858,9,18,45,3,1e-06,0.490166666666667,9,0.4653504
TR KSchur,13.4831618162855,3089,8.36748422065312e-08,7.7118982,83610,9,18,45,1,1e-06,0.490166666666667,9,0.4653504
TR KSchur,13.4831618146531,10876,9.67477100416863e-07,18.2899843,293859,9,18,45,3,1e-06,0.490166666666667,9,0.4653504
FDA subspace,-1,147,8.95969308926522e-07,0.0832996,164,9,18,45,1,1e-06,0.802,9,0.4058986
FDA subspace,-1,51,7.52898812829276e-07,0.0263474,168,9,18,45,3,1e-06,0.802,9,0.4058986
TR subspace,5.14249463299733,7715,9.99070621059161e-07,4.218934,7732,9,18,45,1,1e-06,0.588333333333333,9,0.4058986
TR subspace,5.14249463292995,5985,9.74007633873639e-07,3.5090121,17970,9,18,45,3,1e-06,0.588333333333333,9,0.4058986
TR KSchur,5.1424946336296,1324,8.21708616415393e-08,3.2231534,35865,9,18,45,1,1e-06,0.588333333333333,9,0.4058986
TR KSchur,5.14249463361301,5792,3.92394468087095e-07,9.6507626,156519,9,18,45,3,1e-06,0.588333333333333,9,0.4058986
FDA subspace,-1,15146,9.31813380671704e-07,7.2107514,15163,9,18,45,1,1e-06,0.8205,10,0.4453718
FDA subspace,-1,16319,9.77291004540038e-07,8.2343669,48972,9,18,45,3,1e-06,0.8205,10,0.4453718
TR subspace,13.5088683976927,8858,9.86389833666379e-07,4.9521504,8875,9,18,45,1,1e-06,0.481,10,0.4453718
TR subspace,13.5088683948373,6878,9.66562451149489e-07,4.0458974,20649,9,18,45,3,1e-06,0.481,10,0.4453718
TR KSchur,13.5088684078793,2760,7.90151977842233e-08,6.7381783,74727,9,18,45,1,1e-06,0.480833333333333,10,0.4453718
TR KSchur,13.5088684078511,11263,1.53015218290383e-07,18.9149384,304326,9,18,45,3,1e-06,0.480833333333333,10,0.4453718
FDA subspace,-1,149,8.77295725948277e-07,0.0744306,166,9,18,45,1,1e-06,0.7995,10,0.4261089
FDA subspace,-1,49,9.56546245171806e-07,0.0256852,162,9,18,45,3,1e-06,0.7995,10,0.4261089
TR subspace,5.1400551853732,6853,9.44821331859782e-07,3.6954395,6870,9,18,45,1,1e-06,0.592166666666667,10,0.4261089
TR subspace,5.14005518567109,6722,9.69282459654405e-07,3.8568457,20181,9,18,45,3,1e-06,0.592166666666667,10,0.4261089
TR KSchur,5.14005518604915,1211,9.0343171216381e-08,2.9338782,32814,9,18,45,1,1e-06,0.592166666666667,10,0.4261089
TR KSchur,5.14005518598475,4251,5.85667779751376e-07,7.0742408,114894,9,18,45,3,1e-06,0.592166666666667,10,0.4261089
