algo,rho,iters,res_norm,train_time,mv_mult,k,min_size,max_size,block_size,tol,accuracy,nfold,extra_time
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.466886,102,2,4,8,2,1e-06,0.846,6,1.7034218
FDA subspace,-1,19,5.77829235278554e-07,7.2681954,22,2,4,8,1,1e-06,0.846,7,1.739293
FDA subspace,-1,10,6.95500187971918e-07,3.9330968,22,2,4,8,2,1e-06,0.846,7,1.739293
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3707836,25,2,4,8,1,1e-06,0.846,7,1.739293
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9410026,22,2,4,8,2,1e-06,0.846,7,1.739293
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8236571,70,2,4,8,1,1e-06,0.846,7,1.739293
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5479364,102,2,4,8,2,1e-06,0.846,7,1.739293
FDA subspace,-1,19,5.77829235278554e-07,7.27353,22,2,4,8,1,1e-06,0.846,8,1.7151103
FDA subspace,-1,10,6.95500187971918e-07,3.9484362,22,2,4,8,2,1e-06,0.846,8,1.7151103
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3762732,25,2,4,8,1,1e-06,0.846,8,1.7151103
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9447257,22,2,4,8,2,1e-06,0.846,8,1.7151103
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.9607688,70,2,4,8,1,1e-06,0.846,8,1.7151103
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5324106,102,2,4,8,2,1e-06,0.846,8,1.7151103
FDA subspace,-1,19,5.77829235278554e-07,7.3211383,22,2,4,8,1,1e-06,0.846,9,1.6808139
FDA subspace,-1,10,6.95500187971918e-07,3.9506816,22,2,4,8,2,1e-06,0.846,9,1.6808139
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3825436,25,2,4,8,1,1e-06,0.846,9,1.6808139
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.954975,22,2,4,8,2,1e-06,0.846,9,1.6808139
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8520757,70,2,4,8,1,1e-06,0.846,9,1.6808139
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5034078,102,2,4,8,2,1e-06,0.846,9,1.6808139
FDA subspace,-1,19,5.77829235278554e-07,7.3851213,22,2,4,8,1,1e-06,0.846,10,1.6865044
FDA subspace,-1,10,6.95500187971918e-07,3.9508215,22,2,4,8,2,1e-06,0.846,10,1.6865044
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.4069246,25,2,4,8,1,1e-06,0.846,10,1.6865044
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.956394,22,2,4,8,2,1e-06,0.846,10,1.6865044
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8613214,70,2,4,8,1,1e-06,0.846,10,1.6865044
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5533517,102,2,4,8,2,1e-06,0.846,10,1.6865044
FDA subspace,-1,19,5.77829235278554e-07,7.3075559,22,2,4,8,1,1e-06,0.846,11,1.7119504
FDA subspace,-1,10,6.95500187971918e-07,3.9530583,22,2,4,8,2,1e-06,0.846,11,1.7119504
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3704931,25,2,4,8,1,1e-06,0.846,11,1.7119504
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9452273,22,2,4,8,2,1e-06,0.846,11,1.7119504
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.9677913,70,2,4,8,1,1e-06,0.846,11,1.7119504
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5256849,102,2,4,8,2,1e-06,0.846,11,1.7119504
FDA subspace,-1,19,5.77829235278554e-07,7.3424953,22,2,4,8,1,1e-06,0.846,12,1.623792
FDA subspace,-1,10,6.95500187971918e-07,3.9373949,22,2,4,8,2,1e-06,0.846,12,1.623792
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3871193,25,2,4,8,1,1e-06,0.846,12,1.623792
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9450185,22,2,4,8,2,1e-06,0.846,12,1.623792
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8577123,70,2,4,8,1,1e-06,0.846,12,1.623792
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5574959,102,2,4,8,2,1e-06,0.846,12,1.623792
FDA subspace,-1,19,5.77829235278554e-07,7.3955192,22,2,4,8,1,1e-06,0.846,13,1.6082982
FDA subspace,-1,10,6.95500187971918e-07,3.9453698,22,2,4,8,2,1e-06,0.846,13,1.6082982
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.379316,25,2,4,8,1,1e-06,0.846,13,1.6082982
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9491158,22,2,4,8,2,1e-06,0.846,13,1.6082982
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8194642,70,2,4,8,1,1e-06,0.846,13,1.6082982
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.451693,102,2,4,8,2,1e-06,0.846,13,1.6082982
FDA subspace,-1,19,5.77829235278554e-07,7.398493,22,2,4,8,1,1e-06,0.846,14,1.6846379
FDA subspace,-1,10,6.95500187971918e-07,3.9524673,22,2,4,8,2,1e-06,0.846,14,1.6846379
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.36336,25,2,4,8,1,1e-06,0.846,14,1.6846379
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9430789,22,2,4,8,2,1e-06,0.846,14,1.6846379
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8204597,70,2,4,8,1,1e-06,0.846,14,1.6846379
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5600542,102,2,4,8,2,1e-06,0.846,14,1.6846379
FDA subspace,-1,19,5.77829235278554e-07,7.4018715,22,2,4,8,1,1e-06,0.846,15,1.6175347
FDA subspace,-1,10,6.95500187971918e-07,3.9489647,22,2,4,8,2,1e-06,0.846,15,1.6175347
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3833167,25,2,4,8,1,1e-06,0.846,15,1.6175347
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9494718,22,2,4,8,2,1e-06,0.846,15,1.6175347
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.7956822,70,2,4,8,1,1e-06,0.846,15,1.6175347
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.4160131,102,2,4,8,2,1e-06,0.846,15,1.6175347
FDA subspace,-1,19,5.77829235278554e-07,7.4059028,22,2,4,8,1,1e-06,0.846,16,1.630772
FDA subspace,-1,10,6.95500187971918e-07,3.9344563,22,2,4,8,2,1e-06,0.846,16,1.630772
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.361995,25,2,4,8,1,1e-06,0.846,16,1.630772
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9491433,22,2,4,8,2,1e-06,0.846,16,1.630772
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8768565,70,2,4,8,1,1e-06,0.846,16,1.630772
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5705396,102,2,4,8,2,1e-06,0.846,16,1.630772
FDA subspace,-1,19,5.77829235278554e-07,7.3714946,22,2,4,8,1,1e-06,0.846,17,1.6069712
FDA subspace,-1,10,6.95500187971918e-07,3.9463257,22,2,4,8,2,1e-06,0.846,17,1.6069712
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3757772,25,2,4,8,1,1e-06,0.846,17,1.6069712
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9441393,22,2,4,8,2,1e-06,0.846,17,1.6069712
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8075205,70,2,4,8,1,1e-06,0.846,17,1.6069712
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.4666311,102,2,4,8,2,1e-06,0.846,17,1.6069712
FDA subspace,-1,19,5.77829235278554e-07,7.3949098,22,2,4,8,1,1e-06,0.846,18,1.6124882
FDA subspace,-1,10,6.95500187971918e-07,3.9424551,22,2,4,8,2,1e-06,0.846,18,1.6124882
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3919971,25,2,4,8,1,1e-06,0.846,18,1.6124882
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9590423,22,2,4,8,2,1e-06,0.846,18,1.6124882
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8947215,70,2,4,8,1,1e-06,0.846,18,1.6124882
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5340349,102,2,4,8,2,1e-06,0.846,18,1.6124882
FDA subspace,-1,19,5.77829235278554e-07,7.4372886,22,2,4,8,1,1e-06,0.846,19,1.6103744
FDA subspace,-1,10,6.95500187971918e-07,3.9492117,22,2,4,8,2,1e-06,0.846,19,1.6103744
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3887516,25,2,4,8,1,1e-06,0.846,19,1.6103744
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9689544,22,2,4,8,2,1e-06,0.846,19,1.6103744
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.772252,70,2,4,8,1,1e-06,0.846,19,1.6103744
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.4198822,102,2,4,8,2,1e-06,0.846,19,1.6103744
FDA subspace,-1,19,5.77829235278554e-07,7.3456161,22,2,4,8,1,1e-06,0.846,20,1.606896
FDA subspace,-1,10,6.95500187971918e-07,3.9461302,22,2,4,8,2,1e-06,0.846,20,1.606896
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3969193,25,2,4,8,1,1e-06,0.846,20,1.606896
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9456272,22,2,4,8,2,1e-06,0.846,20,1.606896
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8769168,70,2,4,8,1,1e-06,0.846,20,1.606896
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5854154,102,2,4,8,2,1e-06,0.846,20,1.606896
FDA subspace,-1,19,5.77829235278554e-07,7.3799983,22,2,4,8,1,1e-06,0.846,21,1.6192621
FDA subspace,-1,10,6.95500187971918e-07,3.9598086,22,2,4,8,2,1e-06,0.846,21,1.6192621
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.4137849,25,2,4,8,1,1e-06,0.846,21,1.6192621
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9360195,22,2,4,8,2,1e-06,0.846,21,1.6192621
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.966705,70,2,4,8,1,1e-06,0.846,21,1.6192621
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5156262,102,2,4,8,2,1e-06,0.846,21,1.6192621
FDA subspace,-1,19,5.77829235278554e-07,7.2794573,22,2,4,8,1,1e-06,0.846,22,1.6334952
FDA subspace,-1,10,6.95500187971918e-07,3.9516898,22,2,4,8,2,1e-06,0.846,22,1.6334952
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3775405,25,2,4,8,1,1e-06,0.846,22,1.6334952
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9442361,22,2,4,8,2,1e-06,0.846,22,1.6334952
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8173264,70,2,4,8,1,1e-06,0.846,22,1.6334952
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5540684,102,2,4,8,2,1e-06,0.846,22,1.6334952
FDA subspace,-1,19,5.77829235278554e-07,7.40373,22,2,4,8,1,1e-06,0.846,23,1.6012656
FDA subspace,-1,10,6.95500187971918e-07,3.9478213,22,2,4,8,2,1e-06,0.846,23,1.6012656
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3583824,25,2,4,8,1,1e-06,0.846,23,1.6012656
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9378188,22,2,4,8,2,1e-06,0.846,23,1.6012656
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8857227,70,2,4,8,1,1e-06,0.846,23,1.6012656
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5018174,102,2,4,8,2,1e-06,0.846,23,1.6012656
FDA subspace,-1,19,5.77829235278554e-07,7.4053602,22,2,4,8,1,1e-06,0.846,24,1.6258335
FDA subspace,-1,10,6.95500187971918e-07,3.9515763,22,2,4,8,2,1e-06,0.846,24,1.6258335
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3591506,25,2,4,8,1,1e-06,0.846,24,1.6258335
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9377755,22,2,4,8,2,1e-06,0.846,24,1.6258335
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8213101,70,2,4,8,1,1e-06,0.846,24,1.6258335
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5870152,102,2,4,8,2,1e-06,0.846,24,1.6258335
FDA subspace,-1,19,5.77829235278554e-07,7.4078476,22,2,4,8,1,1e-06,0.846,25,1.627858
FDA subspace,-1,10,6.95500187971918e-07,3.9437592,22,2,4,8,2,1e-06,0.846,25,1.627858
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3860828,25,2,4,8,1,1e-06,0.846,25,1.627858
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9456919,22,2,4,8,2,1e-06,0.846,25,1.627858
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8826483,70,2,4,8,1,1e-06,0.846,25,1.627858
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.462272,102,2,4,8,2,1e-06,0.846,25,1.627858
FDA subspace,-1,19,5.77829235278554e-07,7.3934845,22,2,4,8,1,1e-06,0.846,26,1.6129416
FDA subspace,-1,10,6.95500187971918e-07,3.9494697,22,2,4,8,2,1e-06,0.846,26,1.6129416
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3933633,25,2,4,8,1,1e-06,0.846,26,1.6129416
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9404988,22,2,4,8,2,1e-06,0.846,26,1.6129416
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8264431,70,2,4,8,1,1e-06,0.846,26,1.6129416
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5685516,102,2,4,8,2,1e-06,0.846,26,1.6129416
FDA subspace,-1,19,5.77829235278554e-07,7.4308178,22,2,4,8,1,1e-06,0.846,27,1.6166755
FDA subspace,-1,10,6.95500187971918e-07,3.9505944,22,2,4,8,2,1e-06,0.846,27,1.6166755
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3662629,25,2,4,8,1,1e-06,0.846,27,1.6166755
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9408518,22,2,4,8,2,1e-06,0.846,27,1.6166755
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8553565,70,2,4,8,1,1e-06,0.846,27,1.6166755
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5037267,102,2,4,8,2,1e-06,0.846,27,1.6166755
FDA subspace,-1,19,5.77829235278554e-07,7.3955113,22,2,4,8,1,1e-06,0.846,28,1.6096589
FDA subspace,-1,10,6.95500187971918e-07,3.9517428,22,2,4,8,2,1e-06,0.846,28,1.6096589
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3712051,25,2,4,8,1,1e-06,0.846,28,1.6096589
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9896112,22,2,4,8,2,1e-06,0.846,28,1.6096589
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8192521,70,2,4,8,1,1e-06,0.846,28,1.6096589
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5255335,102,2,4,8,2,1e-06,0.846,28,1.6096589
FDA subspace,-1,19,5.77829235278554e-07,7.2769698,22,2,4,8,1,1e-06,0.846,29,1.6556538
FDA subspace,-1,10,6.95500187971918e-07,3.968407,22,2,4,8,2,1e-06,0.846,29,1.6556538
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.4534947,25,2,4,8,1,1e-06,0.846,29,1.6556538
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9419359,22,2,4,8,2,1e-06,0.846,29,1.6556538
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8166496,70,2,4,8,1,1e-06,0.846,29,1.6556538
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.506517,102,2,4,8,2,1e-06,0.846,29,1.6556538
FDA subspace,-1,19,5.77829235278554e-07,7.345949,22,2,4,8,1,1e-06,0.846,30,1.6493748
FDA subspace,-1,10,6.95500187971918e-07,3.9441473,22,2,4,8,2,1e-06,0.846,30,1.6493748
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3969546,25,2,4,8,1,1e-06,0.846,30,1.6493748
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9764886,22,2,4,8,2,1e-06,0.846,30,1.6493748
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8599706,70,2,4,8,1,1e-06,0.846,30,1.6493748
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5495448,102,2,4,8,2,1e-06,0.846,30,1.6493748
FDA subspace,-1,19,5.77829235278554e-07,7.3089912,22,2,4,8,1,1e-06,0.846,31,1.6389727
FDA subspace,-1,10,6.95500187971918e-07,3.9469963,22,2,4,8,2,1e-06,0.846,31,1.6389727
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3738697,25,2,4,8,1,1e-06,0.846,31,1.6389727
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9423165,22,2,4,8,2,1e-06,0.846,31,1.6389727
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8269271,70,2,4,8,1,1e-06,0.846,31,1.6389727
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5407932,102,2,4,8,2,1e-06,0.846,31,1.6389727
FDA subspace,-1,19,5.77829235278554e-07,7.3069584,22,2,4,8,1,1e-06,0.846,32,1.6491302
FDA subspace,-1,10,6.95500187971918e-07,3.9449133,22,2,4,8,2,1e-06,0.846,32,1.6491302
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3679864,25,2,4,8,1,1e-06,0.846,32,1.6491302
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.948139,22,2,4,8,2,1e-06,0.846,32,1.6491302
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8437979,70,2,4,8,1,1e-06,0.846,32,1.6491302
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5109967,102,2,4,8,2,1e-06,0.846,32,1.6491302
FDA subspace,-1,19,5.77829235278554e-07,7.4019752,22,2,4,8,1,1e-06,0.846,33,1.6054528
FDA subspace,-1,10,6.95500187971918e-07,3.954575,22,2,4,8,2,1e-06,0.846,33,1.6054528
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3651707,25,2,4,8,1,1e-06,0.846,33,1.6054528
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9380895,22,2,4,8,2,1e-06,0.846,33,1.6054528
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.7984894,70,2,4,8,1,1e-06,0.846,33,1.6054528
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5173748,102,2,4,8,2,1e-06,0.846,33,1.6054528
FDA subspace,-1,19,5.77829235278554e-07,7.4223389,22,2,4,8,1,1e-06,0.846,34,1.6068114
FDA subspace,-1,10,6.95500187971918e-07,3.9552923,22,2,4,8,2,1e-06,0.846,34,1.6068114
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3777666,25,2,4,8,1,1e-06,0.846,34,1.6068114
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9439625,22,2,4,8,2,1e-06,0.846,34,1.6068114
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8461027,70,2,4,8,1,1e-06,0.846,34,1.6068114
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5770395,102,2,4,8,2,1e-06,0.846,34,1.6068114
FDA subspace,-1,19,5.77829235278554e-07,7.3843232,22,2,4,8,1,1e-06,0.846,35,1.620827
FDA subspace,-1,10,6.95500187971918e-07,3.9348699,22,2,4,8,2,1e-06,0.846,35,1.620827
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3631169,25,2,4,8,1,1e-06,0.846,35,1.620827
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9380172,22,2,4,8,2,1e-06,0.846,35,1.620827
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8208645,70,2,4,8,1,1e-06,0.846,35,1.620827
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5525414,102,2,4,8,2,1e-06,0.846,35,1.620827
FDA subspace,-1,19,5.77829235278554e-07,7.3936597,22,2,4,8,1,1e-06,0.846,36,1.6302702
FDA subspace,-1,10,6.95500187971918e-07,3.9632093,22,2,4,8,2,1e-06,0.846,36,1.6302702
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.377769,25,2,4,8,1,1e-06,0.846,36,1.6302702
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.943811,22,2,4,8,2,1e-06,0.846,36,1.6302702
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.7922044,70,2,4,8,1,1e-06,0.846,36,1.6302702
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.7001857,102,2,4,8,2,1e-06,0.846,36,1.6302702
FDA subspace,-1,19,5.77829235278554e-07,7.3998729,22,2,4,8,1,1e-06,0.846,37,1.6404531
FDA subspace,-1,10,6.95500187971918e-07,3.9481218,22,2,4,8,2,1e-06,0.846,37,1.6404531
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3547902,25,2,4,8,1,1e-06,0.846,37,1.6404531
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.934011,22,2,4,8,2,1e-06,0.846,37,1.6404531
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8615084,70,2,4,8,1,1e-06,0.846,37,1.6404531
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5094003,102,2,4,8,2,1e-06,0.846,37,1.6404531
FDA subspace,-1,19,5.77829235278554e-07,7.3808396,22,2,4,8,1,1e-06,0.846,38,1.6216362
FDA subspace,-1,10,6.95500187971918e-07,3.9618467,22,2,4,8,2,1e-06,0.846,38,1.6216362
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3571789,25,2,4,8,1,1e-06,0.846,38,1.6216362
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9671237,22,2,4,8,2,1e-06,0.846,38,1.6216362
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.9079476,70,2,4,8,1,1e-06,0.846,38,1.6216362
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5287572,102,2,4,8,2,1e-06,0.846,38,1.6216362
FDA subspace,-1,19,5.77829235278554e-07,7.3932005,22,2,4,8,1,1e-06,0.846,39,1.622683
FDA subspace,-1,10,6.95500187971918e-07,3.9498952,22,2,4,8,2,1e-06,0.846,39,1.622683
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3780675,25,2,4,8,1,1e-06,0.846,39,1.622683
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9464183,22,2,4,8,2,1e-06,0.846,39,1.622683
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.7757487,70,2,4,8,1,1e-06,0.846,39,1.622683
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5492105,102,2,4,8,2,1e-06,0.846,39,1.622683
FDA subspace,-1,19,5.77829235278554e-07,7.398369,22,2,4,8,1,1e-06,0.846,40,1.6095875
FDA subspace,-1,10,6.95500187971918e-07,3.9593025,22,2,4,8,2,1e-06,0.846,40,1.6095875
